Date,Team,fuckYOIU,WinLoss,
2017/11/25,NOR,0.261581323,L,0.54824024
2017/11/25,GSW,0.215547688,W,0.45175976
2017/11/25,NYK,0.106534365,L,0.248057378
2017/11/25,HOU,0.322940322,W,0.751942622
2017/11/25,BOS,0.06487717,W,0.412280565
2017/11/25,IND,0.092484529,L,0.587719435
2017/11/25,ORL,0.033799008,L,0.530961323
2017/11/25,PHI,0.029857244,W,0.469038677
2017/11/25,LAC,0.192911181,W,0.827560048
2017/11/25,SAC,0.040197198,L,0.172439952
2017/11/25,MIL,0.204146084,L,0.834828805
2017/11/25,UTA,0.04039038,W,0.165171195
2017/11/25,POR,0.08481361,W,0.39369426
2017/11/25,WAS,0.130616531,L,0.60630574
2017/11/26,MIA,0.211483712,W,0.823039792
2017/11/26,CHI,0.045470707,L,0.176960208
2017/11/26,BKN,0.028493346,W,0.207286035
2017/11/26,MEM,0.108965725,L,0.792713965
2017/11/26,PHX,0.074499335,L,0.185873346
2017/11/26,MIN,0.326307646,W,0.814126654
2017/11/27,DET,0.146484489,W,0.669437726
2017/11/27,BOS,0.072332711,L,0.330562274
2017/11/27,SAC,0.044765061,W,0.25624932
2017/11/27,GSW,0.129928324,L,0.74375068
2017/11/27,BKN,0.03354344,L,0.094095282
2017/11/27,HOU,0.322940322,W,0.905904718
2017/11/27,ORL,0.033799008,L,0.264537148
2017/11/27,IND,0.093967576,W,0.735462852
2017/11/27,LAL,0.04210298,L,0.182637279
2017/11/27,LAC,0.188424875,W,0.817362721
2017/11/27,POR,0.085035635,W,0.569286766
2017/11/27,NYK,0.064336597,L,0.430713234
2017/11/27,CLE,0.181497208,W,0.858733781
2017/11/27,PHI,0.029857244,L,0.141266219
2017/11/27,DAL,0.038957582,L,0.384838009
2017/11/27,SAS,0.062273536,W,0.615161991
2017/11/28,PHX,0.074557086,W,0.60722352
2017/11/28,CHI,0.048226508,L,0.39277648
2017/11/28,MIA,0.21135468,L,0.509177266
2017/11/28,CLE,0.203735886,W,0.490822734
2017/11/28,WAS,0.151874591,W,0.349014604
2017/11/28,MIN,0.283277947,L,0.650985396
2017/11/28,MIL,0.204472456,W,0.835708282
2017/11/28,SAC,0.040197198,L,0.164291718
2017/11/28,DEN,0.151239609,L,0.789533717
2017/11/28,UTA,0.040315996,W,0.210466283
2017/11/29,BKN,0.036563851,W,0.469736293
2017/11/29,DAL,0.041275251,L,0.530263707
2017/11/29,PHX,0.074499335,L,0.357667362
2017/11/29,DET,0.133792902,W,0.642332638
2017/11/29,IND,0.096554807,L,0.235924116
2017/11/29,HOU,0.312707327,W,0.764075884
2017/11/29,GSW,0.332864229,W,0.79865344
2017/11/29,LAL,0.083917584,L,0.20134656
2017/11/29,MIN,0.337439288,W,0.560590753
2017/11/29,NOR,0.264495879,L,0.439409247
2017/11/29,MIA,0.21135468,L,0.655729497
2017/11/29,NYK,0.110965241,W,0.344270503
2017/11/29,OKC,0.278062562,L,0.68809535
2017/11/29,ORL,0.126042133,W,0.31190465
2017/11/29,WAS,0.151639126,L,0.831758506
2017/11/29,PHI,0.030672356,W,0.168241494
2017/11/29,MEM,0.078473406,L,0.59058609
2017/11/29,SAS,0.054400374,W,0.40941391
2017/11/29,CHA,0.135484381,L,0.420695303
2017/11/29,TOR,0.186564333,W,0.579304697
2017/11/30,CLE,0.182338967,W,0.8554758
2017/11/30,ATL,0.03080437,L,0.1445242
2017/11/30,PHI,0.026511161,L,0.267830079
2017/11/30,BOS,0.072473841,W,0.732169921
2017/11/30,CHI,0.049917873,L,0.237643131
2017/11/30,DEN,0.160136056,W,0.762356869
2017/11/30,UTA,0.021585224,W,0.131937708
2017/11/30,LAC,0.142016402,L,0.868062292
2017/11/30,MIL,0.204318276,W,0.58483315
2017/11/30,POR,0.145043377,L,0.41516685
2017/12/1,SAC,0.024421846,W,0.316033772
2017/12/1,CHI,0.052854219,L,0.683966228
2017/12/1,SAS,0.12334829,W,0.535076043
2017/12/1,MEM,0.107176495,L,0.464923957
2017/12/1,CHA,0.135484381,L,0.406719874
2017/12/1,MIA,0.19763035,W,0.593280126
2017/12/1,MIN,0.338278789,L,0.524080983
2017/12/1,OKC,0.307191663,W,0.475919017
2017/12/1,GSW,0.327474195,W,0.722133096
2017/12/1,ORL,0.126007576,L,0.277866904
2017/12/1,IND,0.096532448,L,0.35290998
2017/12/1,TOR,0.177000333,W,0.64709002
2017/12/1,NOR,0.259025529,L,0.905127638
2017/12/1,UTA,0.027150164,W,0.094872362
2017/12/1,DET,0.146685151,L,0.528942066
2017/12/1,WAS,0.13063284,W,0.471057934
2017/12/2,PHX,0.074499335,L,0.506890693
2017/12/2,BOS,0.072473841,W,0.493109307
2017/12/2,ATL,0.082144987,W,0.754814676
2017/12/2,BKN,0.026683034,L,0.245185324
2017/12/2,MEM,0.08085909,L,0.283997329
2017/12/2,CLE,0.203858693,W,0.716002671
2017/12/2,LAC,0.165096723,L,0.788598287
2017/12/2,DAL,0.044257933,W,0.211401713
2017/12/2,LAL,0.042323742,L,0.344423757
2017/12/2,DEN,0.080559019,W,0.655576243
2017/12/2,SAC,0.024421846,L,0.112467059
2017/12/2,MIL,0.192724815,W,0.887532941
2017/12/2,DET,0.146632903,L,0.843951288
2017/12/2,PHI,0.027112792,W,0.156048712
2017/12/2,NOR,0.261219524,W,0.642500244
2017/12/2,POR,0.145347674,L,0.357499756
2017/12/3,HOU,0.311878128,W,0.787977531
2017/12/3,LAL,0.083917584,L,0.212022469
2017/12/3,GSW,0.327652461,W,0.623763912
2017/12/3,MIA,0.19763035,L,0.376236088
2017/12/3,LAC,0.165314385,L,0.370366149
2017/12/3,MIN,0.281039543,W,0.629633851
2017/12/3,ORL,0.031310973,W,0.246595671
2017/12/3,NYK,0.095661951,L,0.753404329
2017/12/3,SAS,0.130529548,L,0.286317061
2017/12/3,OKC,0.32536207,W,0.713682939
2017/12/4,BKN,0.028163291,W,0.478919513
2017/12/4,ATL,0.030642605,L,0.521080487
2017/12/4,MIL,0.20416385,L,0.73801892
2017/12/4,BOS,0.072473841,W,0.26198108
2017/12/4,CLE,0.182926496,W,0.775833155
2017/12/4,CHI,0.052854219,L,0.224166845
2017/12/4,ORL,0.031310973,L,0.161417183
2017/12/4,CHA,0.162664494,W,0.838582817
2017/12/4,DEN,0.058774828,L,0.570447958
2017/12/4,DAL,0.044257933,W,0.429552042
2017/12/4,NYK,0.131708483,L,0.587608586
2017/12/4,IND,0.092434741,W,0.412391414
2017/12/4,MIN,0.341480039,L,0.756154041
2017/12/4,MEM,0.110121117,W,0.243845959
2017/12/4,GSW,0.328967857,W,0.552609444
2017/12/4,NOR,0.266331157,L,0.447390556
2017/12/4,PHX,0.074557086,W,0.743707964
2017/12/4,PHI,0.025693402,L,0.256292036
2017/12/4,DET,0.147379507,L,0.651076673
2017/12/4,SAS,0.078983244,W,0.348923327
2017/12/4,WAS,0.151639126,L,0.490436123
2017/12/4,UTA,0.157553282,W,0.509563877
2017/12/5,UTA,0.1592911,L,0.346874326
2017/12/5,OKC,0.299927379,W,0.653125674
2017/12/5,WAS,0.151655435,W,0.509328327
2017/12/5,POR,0.14610031,L,0.490671673
2017/12/5,PHX,0.074499335,L,0.296068305
2017/12/5,TOR,0.177129541,W,0.703931695
2017/12/6,DAL,0.038957582,L,0.340568573
2017/12/6,BOS,0.07543225,W,0.659431427
2017/12/6,GSW,0.220488469,W,0.575458083
2017/12/6,CHA,0.162664494,L,0.424541917
2017/12/6,SAC,0.027275971,L,0.118009003
2017/12/6,CLE,0.203858693,W,0.881990997
2017/12/6,CHI,0.034526234,L,0.268746354
2017/12/6,IND,0.093945218,W,0.731253646
2017/12/6,MIN,0.337439288,W,0.703796608
2017/12/6,LAC,0.142016402,L,0.296203392
2017/12/6,DET,0.146632903,L,0.434944101
2017/12/6,MIL,0.190497553,W,0.565055899
2017/12/6,DEN,0.058796491,L,0.181664557
2017/12/6,NOR,0.264857678,W,0.818335443
2017/12/6,MEM,0.078849246,L,0.450303738
2017/12/6,NYK,0.096253111,W,0.549696262
2017/12/6,ATL,0.089142122,L,0.415801945
2017/12/6,ORL,0.125243893,W,0.584198055
2017/12/6,MIA,0.21135468,L,0.729521364
2017/12/6,SAS,0.078362236,W,0.270478636
2017/12/7,OKC,0.252795709,L,0.93947523
2017/12/7,BKN,0.016286115,W,0.06052477
2017/12/7,LAL,0.041161079,W,0.57053238
2017/12/7,PHI,0.030983957,L,0.42946762
2017/12/7,WAS,0.151553946,W,0.65017664
2017/12/7,PHX,0.081542626,L,0.34982336
2017/12/7,HOU,0.31187848,W,0.664374474
2017/12/7,UTA,0.157553282,L,0.335625526
2017/12/8,CHI,0.034414859,W,0.186504651
2017/12/8,CHA,0.150110616,L,0.813495349
2017/12/8,GSW,0.246515765,W,0.648199178
2017/12/8,DET,0.133792902,L,0.351800822
2017/12/8,CLE,0.182338967,L,0.659915486
2017/12/8,IND,0.093967576,W,0.340084514
2017/12/8,TOR,0.190711626,W,0.634738706
2017/12/8,MEM,0.109745277,L,0.365261294
2017/12/8,DAL,0.038957582,L,0.169674707
2017/12/8,MIL,0.190644004,W,0.830325293
2017/12/8,SAC,0.027275971,W,0.092899554
2017/12/8,NOR,0.266331157,L,0.907100446
2017/12/8,DEN,0.05870781,W,0.319147956
2017/12/8,ORL,0.125243893,L,0.680852044
2017/12/8,BOS,0.066427794,L,0.456827727
2017/12/8,SAS,0.078983244,W,0.543172273
2017/12/9,ORL,0.021844205,L,0.414905913
2017/12/9,ATL,0.03080437,W,0.585094087
2017/12/9,MIA,0.21135468,W,0.90504151
2017/12/9,BKN,0.022175691,L,0.09495849
2017/12/9,NYK,0.148468662,L,0.708210834
2017/12/9,CHI,0.06117041,W,0.291789166
2017/12/9,LAL,0.04210298,W,0.221996604
2017/12/9,CHA,0.147552985,L,0.778003396
2017/12/9,PHI,0.034849087,L,0.146133044
2017/12/9,CLE,0.203625977,W,0.853866956
2017/12/9,WAS,0.150734103,L,0.514724592
2017/12/9,LAC,0.14211008,W,0.485275408
2017/12/9,OKC,0.256512152,W,0.699642322
2017/12/9,MEM,0.110121117,L,0.300357678
2017/12/9,UTA,0.159933895,L,0.456200735
2017/12/9,MIL,0.190644004,W,0.543799265
2017/12/9,SAS,0.162801949,W,0.666466774
2017/12/9,PHX,0.081474218,L,0.333533226
2017/12/9,HOU,0.296289405,W,0.701661895
2017/12/9,POR,0.125978652,L,0.298338105
2017/12/10,BOS,0.065152796,W,0.327490349
2017/12/10,DET,0.133792902,L,0.672509651
2017/12/10,DEN,0.058863534,L,0.381949124
2017/12/10,IND,0.095250012,W,0.618050876
2017/12/10,DAL,0.027812837,L,0.090052202
2017/12/10,MIN,0.281039543,W,0.909947798
2017/12/10,PHI,0.036313125,L,0.119555009
2017/12/10,NOR,0.267422578,W,0.880444991
2017/12/10,ATL,0.082144987,L,0.43831087
2017/12/10,NYK,0.10526763,W,0.56168913
2017/12/10,TOR,0.190582418,W,0.83365034
2017/12/10,SAC,0.038029518,L,0.16634966
2017/12/11,BOS,0.016878436,L,0.202339202
2017/12/11,CHI,0.066538105,W,0.797660798
2017/12/11,POR,0.099906838,L,0.345297967
2017/12/11,GSW,0.189428309,W,0.654702033
2017/12/11,NOR,0.208302921,L,0.412062865
2017/12/11,HOU,0.297209559,W,0.587937135
2017/12/11,TOR,0.190960922,L,0.592087435
2017/12/11,LAC,0.131560569,W,0.407912565
2017/12/11,MIA,0.21135468,W,0.658220828
2017/12/11,MEM,0.109745277,L,0.341779172
2017/12/11,CHA,0.186753576,W,0.362407769
2017/12/11,OKC,0.328559815,L,0.637592231
2017/12/12,WAS,0.221161995,L,0.93337273
2017/12/12,BKN,0.015787284,W,0.06662727
2017/12/12,ATL,0.082144987,L,0.285976445
2017/12/12,CLE,0.205098906,W,0.714023555
2017/12/12,SAS,0.220901931,L,0.864829809
2017/12/12,DAL,0.03452628,W,0.135170191
2017/12/12,DEN,0.05870781,W,0.305839479
2017/12/12,DET,0.133248475,L,0.694160521
2017/12/12,PHI,0.038749922,W,0.121173229
2017/12/12,MIN,0.281039543,L,0.878826771
2017/12/12,LAL,0.03897795,L,0.265493709
2017/12/12,NYK,0.107835133,W,0.734506291
2017/12/12,PHX,0.072856846,L,0.644442635
2017/12/12,SAC,0.040197198,W,0.355557365
2017/12/13,DEN,0.138238599,L,0.724754072
2017/12/13,BOS,0.052500031,W,0.275245928
2017/12/13,UTA,0.151749821,L,0.695181927
2017/12/13,CHI,0.066538105,W,0.304818073
2017/12/13,CHA,0.180352682,L,0.377289626
2017/12/13,HOU,0.29766916,W,0.622710374
2017/12/13,OKC,0.303086032,W,0.766296115
2017/12/13,IND,0.092434741,L,0.233703885
2017/12/13,POR,0.083344678,W,0.296626638
2017/12/13,MIA,0.19763035,L,0.703373362
2017/12/13,MIL,0.203263899,L,0.408028215
2017/12/13,NOR,0.294897483,W,0.591971785
2017/12/13,LAC,0.156578644,W,0.517973528
2017/12/13,ORL,0.145712179,L,0.482026472
2017/12/13,TOR,0.190702343,W,0.651997962
2017/12/13,PHX,0.101786827,L,0.348002038
2017/12/13,MEM,0.078849246,L,0.274274654
2017/12/13,WAS,0.208633556,W,0.725725346
2017/12/14,DET,0.147379507,W,0.827120328
2017/12/14,ATL,0.03080437,L,0.172879672
2017/12/14,NYK,0.148468662,W,0.903886075
2017/12/14,BKN,0.015787284,L,0.096113925
2017/12/14,LAL,0.04210298,L,0.16377877
2017/12/14,CLE,0.21496929,W,0.83622123
2017/12/14,DAL,0.027812837,L,0.125601487
2017/12/14,GSW,0.193624324,W,0.874398513
2017/12/14,SAC,0.044765061,L,0.137990193
2017/12/14,MIN,0.279642494,W,0.862009807
2017/12/15,UTA,0.151749821,W,0.681568268
2017/12/15,BOS,0.070898193,L,0.318431732
2017/12/15,MIA,0.159112531,W,0.507754094
2017/12/15,CHA,0.154252802,L,0.492245906
2017/12/15,NOR,0.258309,L,0.606185539
2017/12/15,DEN,0.167813009,W,0.393814461
2017/12/15,SAS,0.220619042,L,0.424930035
2017/12/15,HOU,0.298570057,W,0.575069965
2017/12/15,DET,0.146781618,W,0.609952114
2017/12/15,IND,0.093862876,L,0.390047886
2017/12/15,ATL,0.082144987,L,0.428384042
2017/12/15,MEM,0.109610492,W,0.571615958
2017/12/15,CHI,0.044017515,W,0.185543404
2017/12/15,MIL,0.193218163,L,0.814456596
2017/12/15,POR,0.098443395,W,0.437401832
2017/12/15,ORL,0.12662058,L,0.562598168
2017/12/15,OKC,0.279406093,W,0.882717196
2017/12/15,PHI,0.037123476,L,0.117282804
2017/12/15,BKN,0.032093873,L,0.150493561
2017/12/15,TOR,0.181163577,W,0.849506439
2017/12/15,LAC,0.151816694,L,0.420023726
2017/12/15,WAS,0.209631206,W,0.579976274
2017/12/16,POR,0.100002502,W,0.393315303
2017/12/16,CHA,0.154252802,L,0.606684697
2017/12/16,UTA,0.14768293,L,0.407360146
2017/12/16,CLE,0.214853591,W,0.592639854
2017/12/16,MIL,0.200433779,L,0.390263217
2017/12/16,HOU,0.313152361,W,0.609736783
2017/12/16,BOS,0.065152796,W,0.372805963
2017/12/16,MEM,0.109610492,L,0.627194037
2017/12/16,LAC,0.156578644,L,0.442051577
2017/12/16,MIA,0.19763035,W,0.557948423
2017/12/16,PHX,0.087279309,W,0.236427833
2017/12/16,MIN,0.281879043,L,0.763572167
2017/12/16,OKC,0.25853812,L,0.729921142
2017/12/16,NYK,0.095661951,W,0.270078858
2017/12/16,DAL,0.027812837,L,0.265781883
2017/12/16,SAS,0.076832508,W,0.734218117
2017/12/17,IND,0.095250012,W,0.817239481
2017/12/17,BKN,0.021300906,L,0.182760519
2017/12/17,ORL,0.019902263,L,0.129837085
2017/12/17,DET,0.133384166,W,0.870162915
2017/12/17,SAC,0.037748146,L,0.194258702
2017/12/17,TOR,0.156570798,W,0.805741298
2017/12/17,CLE,0.190811117,W,0.477690979
2017/12/17,WAS,0.208633556,L,0.522309021
2017/12/18,MIA,0.21135468,L,0.891146378
2017/12/18,ATL,0.025816996,W,0.108853622
2017/12/18,PHI,0.033366214,L,0.336034956
2017/12/18,CHI,0.065927663,W,0.663965044
2017/12/18,NYK,0.131708483,L,0.469093684
2017/12/18,CHA,0.149063753,W,0.530906316
2017/12/18,PHX,0.08718039,W,0.71631563
2017/12/18,DAL,0.03452628,L,0.28368437
2017/12/18,UTA,0.14768293,L,0.320698534
2017/12/18,HOU,0.312820983,W,0.679301466
2017/12/18,BOS,0.065152796,W,0.409513573
2017/12/18,IND,0.093945218,L,0.590486427
2017/12/18,GSW,0.22176115,W,0.72442852
2017/12/18,LAL,0.084357596,L,0.27557148
2017/12/18,POR,0.09964557,L,0.261177305
2017/12/18,MIN,0.281879043,W,0.738822695
2017/12/18,DEN,0.151276155,L,0.315055265
2017/12/18,OKC,0.328881366,W,0.684944735
2017/12/18,LAC,0.156381402,L,0.397775196
2017/12/18,SAS,0.236758753,W,0.602224804
2017/12/19,CLE,0.202390105,L,0.513296116
2017/12/19,MIL,0.19190492,W,0.486703884
2017/12/19,SAC,0.044106466,W,0.54654316
2017/12/19,PHI,0.036594326,L,0.45345684
2017/12/19,NOR,0.226656743,L,0.561256799
2017/12/19,WAS,0.177181114,W,0.438743201
2017/12/20,IND,0.096554807,W,0.789028229
2017/12/20,ATL,0.025816996,L,0.210971771
2017/12/20,MIA,0.135378704,W,0.656296009
2017/12/20,BOS,0.070898193,L,0.343703991
2017/12/20,SAC,0.052711098,W,0.769523263
2017/12/20,BKN,0.015787284,L,0.230476737
2017/12/20,ORL,0.017485461,L,0.222303322
2017/12/20,CHI,0.06117041,W,0.777696678
2017/12/20,TOR,0.188085242,W,0.557869799
2017/12/20,CHA,0.149063753,L,0.442130201
2017/12/20,DET,0.146781618,L,0.827260812
2017/12/20,DAL,0.030649267,W,0.172739188
2017/12/20,MIN,0.339675837,W,0.678571349
2017/12/20,DEN,0.16089914,L,0.321428651
2017/12/20,MEM,0.080951051,L,0.232971616
2017/12/20,GSW,0.266520681,W,0.767028384
2017/12/20,LAL,0.021530576,W,0.067261897
2017/12/20,HOU,0.298570057,L,0.932738103
2017/12/20,PHX,0.087368279,L,0.398712353
2017/12/20,LAC,0.131757811,W,0.601287647
2017/12/20,UTA,0.021726316,L,0.066929296
2017/12/20,OKC,0.302889624,W,0.933070704
2017/12/20,SAS,0.126052718,W,0.464437358
2017/12/20,POR,0.145356797,L,0.535562642
2017/12/21,CHI,0.034414859,L,0.099481078
2017/12/21,CLE,0.311528914,W,0.900518922
2017/12/21,BOS,0.06539151,L,0.377491066
2017/12/21,NYK,0.107835133,W,0.622508934
2017/12/21,TOR,0.188213366,W,0.853654933
2017/12/21,PHI,0.032266079,L,0.146345067
2017/12/21,MEM,0.078018706,L,0.445647396
2017/12/21,PHX,0.097049536,W,0.554352604
2017/12/21,SAS,0.247480669,L,0.899992572
2017/12/21,UTA,0.027500122,W,0.100007428
2017/12/22,WAS,0.220164476,L,0.933091054
2017/12/22,BKN,0.015787284,W,0.066908946
2017/12/22,NYK,0.147789783,L,0.525616912
2017/12/22,DET,0.133384166,W,0.474383088
2017/12/22,LAL,0.021048907,L,0.084796603
2017/12/22,GSW,0.227179284,W,0.915203397
2017/12/22,LAC,0.156381402,W,0.333056777
2017/12/22,HOU,0.313152361,L,0.666943223
2017/12/22,DAL,0.028941787,L,0.22188906
2017/12/22,MIA,0.101491805,W,0.77811094
2017/12/22,CHA,0.176210496,L,0.493397187
2017/12/22,MIL,0.180926717,W,0.506602813
2017/12/22,ATL,0.087132362,L,0.223403718
2017/12/22,OKC,0.302889624,W,0.776596282
2017/12/22,NOR,0.226656743,W,0.608688668
2017/12/22,ORL,0.145712179,L,0.391311332
2017/12/22,DEN,0.151167402,W,0.686762125
2017/12/22,POR,0.0689487,L,0.313237875
2017/12/23,DAL,0.028941787,L,0.476731378
2017/12/23,ATL,0.031767007,W,0.523268622
2017/12/23,CHI,0.034414859,L,0.327528683
2017/12/23,BOS,0.070659478,W,0.672471317
2017/12/23,MIL,0.062002717,L,0.292309382
2017/12/23,CHA,0.150110616,W,0.707690618
2017/12/23,DEN,0.151276155,W,0.39971986
2017/12/23,GSW,0.227179284,L,0.60028014
2017/12/23,BKN,0.023415501,L,0.1986833
2017/12/23,IND,0.094437893,W,0.8013167
2017/12/23,POR,0.037713138,W,0.486647252
2017/12/23,LAL,0.039782703,L,0.513352748
2017/12/23,LAC,0.156381402,L,0.607633086
2017/12/23,MEM,0.100980163,W,0.392366914
2017/12/23,NOR,0.258309,W,0.71819166
2017/12/23,MIA,0.101356831,L,0.28180834
2017/12/23,MIN,0.339675837,W,0.782217015
2017/12/23,PHX,0.094571732,L,0.217782985
2017/12/23,SAS,0.251709623,W,0.841719862
2017/12/23,SAC,0.047332415,L,0.158280138
2017/12/23,PHI,0.035085179,L,0.162612097
2017/12/23,TOR,0.18067478,W,0.837387903
2017/12/23,OKC,0.282368339,W,0.911252272
2017/12/23,UTA,0.027500122,L,0.088747728
2017/12/23,ORL,0.017485461,L,0.07716775
2017/12/23,WAS,0.209104812,W,0.92283225
2017/12/25,WAS,0.219638082,W,0.752702337
2017/12/25,BOS,0.072161307,L,0.247297663
2017/12/25,CLE,0.304963347,L,0.585490218
2017/12/25,GSW,0.215905043,W,0.414509782
2017/12/25,MIN,0.33905398,W,0.805840498
2017/12/25,LAL,0.081691789,L,0.194159502
2017/12/25,PHI,0.038749922,W,0.265243332
2017/12/25,NYK,0.107342053,L,0.734756668
2017/12/25,HOU,0.312158227,L,0.509991125
2017/12/25,OKC,0.299927379,W,0.490008875
2017/12/26,TOR,0.183210803,L,0.856685416
2017/12/26,DAL,0.030649267,W,0.143314584
2017/12/26,UTA,0.151652732,L,0.475404412
2017/12/26,DEN,0.167344585,W,0.524595588
2017/12/26,IND,0.096637148,L,0.399197589
2017/12/26,DET,0.145441338,W,0.600802411
2017/12/26,SAC,0.052711098,L,0.229117746
2017/12/26,LAC,0.177350079,W,0.770882254
2017/12/26,ORL,0.003899795,L,0.019335786
2017/12/26,MIA,0.197788131,W,0.980664214
2017/12/26,CHI,0.034414859,W,0.159815211
2017/12/26,MIL,0.180926717,L,0.840184789
2017/12/26,MEM,0.074298725,L,0.439738567
2017/12/26,PHX,0.094662405,W,0.560261433
2017/12/26,BKN,0.023917262,L,0.099725224
2017/12/26,SAS,0.215914358,W,0.900274776
2017/12/27,WAS,0.220164476,L,0.873906165
2017/12/27,ATL,0.031767007,W,0.126093835
2017/12/27,NYK,0.15040582,L,0.711992431
2017/12/27,CHI,0.060840555,W,0.288007569
2017/12/27,BOS,0.06487717,W,0.301771422
2017/12/27,CHA,0.150110616,L,0.698228578
2017/12/27,UTA,0.15184334,L,0.413041734
2017/12/27,GSW,0.21577893,W,0.586958266
2017/12/27,DAL,0.028941787,W,0.238348556
2017/12/27,IND,0.092484529,L,0.761651444
2017/12/27,MEM,0.075027989,W,0.635946888
2017/12/27,LAL,0.0429504,L,0.364053112
2017/12/27,DEN,0.151768574,L,0.343458136
2017/12/27,MIN,0.29011519,W,0.656541864
2017/12/27,BKN,0.023917262,L,0.081996756
2017/12/27,NOR,0.267768202,W,0.918003244
2017/12/27,TOR,0.181795263,L,0.377385756
2017/12/27,OKC,0.299927379,W,0.622614244
2017/12/27,CLE,0.304477848,L,0.865460392
2017/12/27,SAC,0.047332415,W,0.134539608
2017/12/28,HOU,0.299663123,L,0.798898479
2017/12/28,BOS,0.07543225,W,0.201101521
2017/12/28,MIN,0.305154762,L,0.62691881
2017/12/28,MIL,0.181598478,W,0.37308119
2017/12/28,DET,0.151817603,L,0.585579534
2017/12/28,ORL,0.107442829,W,0.414420466
2017/12/28,PHI,0.035701409,L,0.199816967
2017/12/28,POR,0.142969151,W,0.800183033
2017/12/28,NYK,0.147789783,L,0.740355366
2017/12/28,SAS,0.051830277,W,0.259644634
2017/12/29,IND,0.094352903,L,0.606680125
2017/12/29,CHI,0.06117041,W,0.393319875
2017/12/29,CHA,0.180352682,W,0.458632738
2017/12/29,GSW,0.212887196,L,0.541367262
2017/12/29,LAC,0.184794403,W,0.813112025
2017/12/29,LAL,0.04247367,L,0.186887975
2017/12/29,BKN,0.023917262,W,0.107878575
2017/12/29,MIA,0.197788131,L,0.892121425
2017/12/29,DAL,0.028941787,W,0.097055714
2017/12/29,NOR,0.269255874,L,0.902944286
2017/12/29,MIL,0.201573071,W,0.405050424
2017/12/29,OKC,0.296076257,L,0.594949576
2017/12/29,PHX,0.089889621,W,0.655066954
2017/12/29,SAC,0.047332415,L,0.344933046
2017/12/29,ATL,0.062837209,L,0.295779806
2017/12/29,TOR,0.149608697,W,0.704220194
2017/12/29,HOU,0.299839468,L,0.625472121
2017/12/29,WAS,0.179541559,W,0.374527879
2017/12/30,POR,0.099340844,L,0.687455684
2017/12/30,ATL,0.045164244,W,0.312544316
2017/12/30,PHI,0.037398893,W,0.182662196
2017/12/30,DEN,0.167344585,L,0.817337804
2017/12/30,SAS,0.244837648,L,0.665436356
2017/12/30,DET,0.123097837,W,0.334563644
2017/12/30,MEM,0.078912521,L,0.194763493
2017/12/30,GSW,0.326258487,W,0.805236507
2017/12/30,NYK,0.147789783,W,0.333846926
2017/12/30,NOR,0.294897483,L,0.666153074
2017/12/30,MIA,0.211481156,W,0.72003631
2017/12/30,ORL,0.08222786,L,0.27996369
2017/12/30,CLE,0.304477848,L,0.671205
2017/12/30,UTA,0.149150847,W,0.328795
2017/12/31,BKN,0.023917262,L,0.248934411
2017/12/31,BOS,0.072161307,W,0.751065589
2017/12/31,LAL,0.022495068,L,0.066355609
2017/12/31,HOU,0.316512714,W,0.933644391
2017/12/31,MIN,0.333557328,W,0.782921497
2017/12/31,IND,0.092484529,L,0.217078503
2017/12/31,CHA,0.180352682,L,0.504197064
2017/12/31,LAC,0.177350079,W,0.495802936
2017/12/31,DAL,0.0460107,W,0.122835884
2017/12/31,OKC,0.328559815,L,0.877164116
2017/12/31,PHI,0.03741858,W,0.283310089
2017/12/31,PHX,0.094657833,L,0.716689911
2017/12/31,MEM,0.120950316,W,0.718732786
2017/12/31,SAC,0.047332415,L,0.281267214
2017/12/31,CHI,0.034414859,L,0.141017882
2017/12/31,WAS,0.209631206,W,0.858982118
2018/1/1,ORL,0.019875973,L,0.557323561
2018/1/1,BKN,0.015787284,W,0.442676439
2018/1/1,POR,0.035939726,W,0.371353811
2018/1/1,CHI,0.060840555,L,0.628646189
2018/1/1,LAL,0.022495068,L,0.072975263
2018/1/1,MIN,0.285761004,W,0.927024737
2018/1/1,MIL,0.20171606,L,0.510145248
2018/1/1,TOR,0.193693013,W,0.489854752
2018/1/2,POR,0.100002502,L,0.242628076
2018/1/2,CLE,0.312161266,W,0.757371924
2018/1/2,MEM,0.120781943,L,0.405274721
2018/1/2,LAC,0.177242919,W,0.594725279
2018/1/2,SAS,0.245470304,W,0.71833036
2018/1/2,NYK,0.096253111,L,0.28166964
2018/1/2,ATL,0.03998723,L,0.295888669
2018/1/2,PHX,0.095155594,W,0.704111331
2018/1/2,CHA,0.180352682,W,0.792114567
2018/1/2,SAC,0.047332415,L,0.207885433
2018/1/3,CLE,0.304477848,L,0.808039585
2018/1/3,BOS,0.072332711,W,0.191960415
2018/1/3,MIN,0.333557328,L,0.955872639
2018/1/3,BKN,0.0153985,W,0.044127361
2018/1/3,TOR,0.181795263,W,0.749251551
2018/1/3,CHI,0.060840555,L,0.250748449
2018/1/3,GSW,0.316150615,W,0.879133791
2018/1/3,DAL,0.043465428,L,0.120866209
2018/1/3,PHX,0.087201655,L,0.341947609
2018/1/3,DEN,0.167813009,W,0.658052391
2018/1/3,OKC,0.293834108,W,0.777849879
2018/1/3,LAL,0.083917584,L,0.222150121
2018/1/3,DET,0.14525088,L,0.403199551
